simbolo,puntas,ultimoPrecio,variacionPorcentual,apertura,maximo,minimo,ultimoCierre,volumen,cantidadOperaciones,fecha,tipoOpcion,precioEjercicio,fechaVencimiento,mercado,moneda,descripcion,plazo,laminaMinima,lote
AAL,"{'cantidadCompra': 10.0, 'precioCompra': 6305.5, 'precioVenta': 6541.5, 'cantidadVenta': 50.0}",6443.0,-1.74,6600.0,6897.5,6350.0,6443.0,1943.0,174.0,2023-12-29T13:43:12.157,,,,1,1,AMERICAN AIRLINES GROUP INC.,T2,1,1
AALD,"{'cantidadCompra': 3.0, 'precioCompra': 6.3, 'precioVenta': 7.1, 'cantidadVenta': 3.0}",6.68,-1.76,6.85,6.85,6.68,6.68,14.0,2.0,2023-12-29T12:20:57.353,,,,1,2,American Airlines Group Inc.,T2,1,1
AAPL,"{'cantidadCompra': 1.0, 'precioCompra': 18151.0, 'precioVenta': 18334.0, 'cantidadVenta': 4.0}",18151.0,-0.48,18400.0,19406.5,17950.0,18151.0,40512.0,2312.0,2023-12-29T13:46:09.153,,,,1,1,Apple,T2,1,1
AAPLC,,17.5,0.0,17.5,17.5,17.5,17.5,0.0,0.0,2023-12-29T03:00:02.043,,,,1,2,Apple,T2,1,1
AAPLD,"{'cantidadCompra': 35.0, 'precioCompra': 19.0, 'precioVenta': 19.1, 'cantidadVenta': 12.0}",19.1,-2.05,19.5,19.75,18.9,19.1,1057.0,168.0,2023-12-29T13:42:50.617,,,,1,2,Apple,T2,1,1
ABBV,"{'cantidadCompra': 5.0, 'precioCompra': 14098.0, 'precioVenta': 14700.0, 'cantidadVenta': 44.0}",14818.0,1.39,14700.0,15065.5,14470.5,14818.0,336.0,22.0,2023-12-29T13:33:17.753,,,,1,1,AbbVie Inc.,T2,1,1
ABBVC,,11.0,0.0,11.0,11.0,11.0,11.0,0.0,0.0,2023-12-29T03:00:21.36,,,,1,2,AbbVie Inc.,T2,1,1
ABBVD,"{'cantidadCompra': 63.0, 'precioCompra': 14.1, 'precioVenta': 16.85, 'cantidadVenta': 30.0}",15.2,-3.18,15.2,15.2,15.2,15.2,40.0,1.0,2023-12-29T13:09:46.49,,,,1,2,Abbvie Inc.,T2,1,1
ABEV,"{'cantidadCompra': 160.0, 'precioCompra': 7894.0, 'precioVenta': 8000.0, 'cantidadVenta': 3.0}",8050.0,0.68,7996.0,8623.5,7868.0,8050.0,271.0,30.0,2023-12-29T13:37:04.913,,,,1,1,Ambev,T2,1,1
ABEVD,"{'cantidadCompra': 1.0, 'precioCompra': 8.25, 'precioVenta': 10.35, 'cantidadVenta': 1.0}",9.9,0.0,9.9,9.9,9.9,9.9,0.0,0.0,2023-12-29T03:00:17.987,,,,1,2,Ambev,T2,1,1
ABNB,"{'cantidadCompra': 1.0, 'precioCompra': 8500.0, 'precioVenta': 9200.0, 'cantidadVenta': 17.0}",8663.5,1.8,8510.0,8925.0,8365.0,8663.5,317.0,74.0,2023-12-29T13:36:53.037,,,,1,1,"Airbnb, Inc.",T2,1,1
ABNBC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:33.113,,,,1,2,"Airbnb, Inc.",T2,1,1
ABNBD,"{'cantidadCompra': 12.0, 'precioCompra': 8.4, 'precioVenta': 0.0, 'cantidadVenta': 0.0}",9.3,0.0,9.2,9.3,9.2,9.3,0.0,0.0,2023-12-29T03:00:01.38,,,,1,2,"Airbnb, Inc.",T2,1,1
ABT,"{'cantidadCompra': 60.0, 'precioCompra': 26053.5, 'precioVenta': 26288.0, 'cantidadVenta': 1200.0}",26288.0,0.6,26128.0,27735.0,25925.5,26288.0,68.0,32.0,2023-12-29T13:45:57.253,,,,1,1,Abbott Laboratories,T2,1,1
ABTD,"{'cantidadCompra': 5.0, 'precioCompra': 21.8, 'precioVenta': 28.75, 'cantidadVenta': 2.0}",28.9,0.0,28.9,28.9,28.9,28.9,0.0,0.0,2023-12-29T03:00:04.78,,,,1,2,Abbott Laboratories,T2,1,1
ADBE,"{'cantidadCompra': 1900.0, 'precioCompra': 25428.0, 'precioVenta': 25827.5, 'cantidadVenta': 1900.0}",25827.0,1.91,26000.0,26950.5,25432.5,25827.0,565.0,127.0,2023-12-29T13:45:15.257,,,,1,1,Adobe Systems Incorporated,T2,1,1
ADGO,"{'cantidadCompra': 11.0, 'precioCompra': 21100.5, 'precioVenta': 21199.0, 'cantidadVenta': 2100.0}",21180.0,1.01,20935.0,21499.0,20000.0,21180.0,466.0,74.0,2023-12-29T13:37:53.21,,,,1,1,Adecoagro,T2,1,1
ADI,"{'cantidadCompra': 100.0, 'precioCompra': 12487.0, 'precioVenta': 12647.0, 'cantidadVenta': 2700.0}",12570.0,-0.93,12689.0,13100.0,12365.5,12570.0,72.0,14.0,2023-12-29T13:41:30.813,,,,1,1,Analog Devices,T2,1,1
ADP,"{'cantidadCompra': 40.0, 'precioCompra': 36651.0, 'precioVenta': 37012.0, 'cantidadVenta': 900.0}",37000.0,0.87,36951.5,37309.0,36401.0,37000.0,160.0,23.0,2023-12-29T13:38:19.14,,,,1,1,Automatic Data Processing Inc,T2,1,1
ADS,,3980.0,0.0,3980.0,3980.0,3980.0,3980.0,0.0,0.0,2023-12-29T03:00:10.02,,,,1,1,Adidas Ag,T2,1,1
ADSC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:26.407,,,,1,2,Adidas Ag,T2,1,1
ADSD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:01.903,,,,1,2,Adidas Ag,T2,1,1
AEM,"{'cantidadCompra': 80.0, 'precioCompra': 17219.5, 'precioVenta': 17418.0, 'cantidadVenta': 1900.0}",17283.0,0.68,17369.0,17500.0,17143.0,17283.0,153.0,11.0,2023-12-29T13:43:01.377,,,,1,1,Agnico Eagle Mines Limited,T2,1,1
AIG,"{'cantidadCompra': 2700.0, 'precioCompra': 12799.5, 'precioVenta': 12957.5, 'cantidadVenta': 2700.0}",13004.0,1.33,12775.0,13004.0,12686.5,13004.0,88.0,8.0,2023-12-29T13:13:46.427,,,,1,1,American International Group,T2,1,1
AKO.B,"{'cantidadCompra': 2.0, 'precioCompra': 12421.0, 'precioVenta': 16500.0, 'cantidadVenta': 6.0}",16500.0,0.0,16500.0,16500.0,16500.0,16500.0,47.0,4.0,2023-12-29T13:35:36.29,,,,1,1,EMBOTELLADORA ANDINA S.A.,T2,1,1
AKOBD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:10.03,,,,1,2,Embotelladora Andina S.A.,T2,1,1
AMAT,"{'cantidadCompra': 1400.0, 'precioCompra': 30420.0, 'precioVenta': 30550.0, 'cantidadVenta': 134.0}",30406.5,-0.13,30450.0,30591.5,30406.5,30406.5,33.0,6.0,2023-12-29T13:41:50.617,,,,1,1,Applied Materials,T2,1,1
AMD,"{'cantidadCompra': 49.0, 'precioCompra': 13608.0, 'precioVenta': 13900.0, 'cantidadVenta': 37.0}",14128.0,0.74,14100.0,14700.0,13898.5,14128.0,3495.0,415.0,2023-12-29T13:45:39.327,,,,1,1,Advanced Micro Devices,T2,1,1
AMDD,"{'cantidadCompra': 26.0, 'precioCompra': 14.5, 'precioVenta': 14.7, 'cantidadVenta': 12.0}",14.5,-1.02,14.85,15.0,14.5,14.5,244.0,42.0,2023-12-29T13:38:36.177,,,,1,2,Advanced Micro Devices,T2,1,1
AMGN,"{'cantidadCompra': 60.0, 'precioCompra': 27084.0, 'precioVenta': 27394.5, 'cantidadVenta': 2.0}",27380.0,1.62,27570.5,29200.0,26988.5,27380.0,91.0,28.0,2023-12-29T13:46:15.663,,,,1,1,Amgen,T2,1,1
AMX,"{'cantidadCompra': 6.0, 'precioCompra': 10404.0, 'precioVenta': 17578.5, 'cantidadVenta': 2.0}",17578.5,2.47,17491.0,17578.5,17245.5,17578.5,81.0,5.0,2023-12-29T13:09:34.27,,,,1,1,America Movil,T2,1,1
AMXD,"{'cantidadCompra': 0.0, 'precioCompra': 0.0, 'precioVenta': 21.4, 'cantidadVenta': 25.0}",20.4,0.0,20.0,20.4,20.0,20.4,0.0,0.0,2023-12-29T03:00:12.013,,,,1,2,America Movil,T2,1,1
AMZN,"{'cantidadCompra': 668.0, 'precioCompra': 1003.0, 'precioVenta': 1004.5, 'cantidadVenta': 473.0}",1004.5,0.14,1020.0,1045.0,993.0,1004.5,125653.0,3937.0,2023-12-29T13:46:19.307,,,,1,1,Amazon ,T2,1,1
AMZNC,,0.912,0.0,0.912,0.912,0.912,0.912,0.0,0.0,2023-12-28T03:00:20.167,,,,1,2,Amazon ,T2,1,1
AMZND,"{'cantidadCompra': 34.0, 'precioCompra': 1.05, 'precioVenta': 1.06, 'cantidadVenta': 373.0}",1.05,0.96,1.03,1.08,1.03,1.05,10182.0,259.0,2023-12-29T13:41:10.717,,,,1,2,Amazon,T2,1,1
ANF,"{'cantidadCompra': 6.0, 'precioCompra': 65000.0, 'precioVenta': 84888.5, 'cantidadVenta': 60.0}",83934.5,3.99,83934.5,83934.5,83934.5,83934.5,4.0,2.0,2023-12-29T12:39:26.3,,,,1,1,Abercrombie & Fitch Co.,T2,1,1
ANFC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:20.473,,,,1,2,Abercrombie & Fitch Co.,T2,1,1
ANFD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:02.95,,,,1,2,Abercrombie & Fitch Co.,T2,1,1
AOCA,"{'cantidadCompra': 1.0, 'precioCompra': 41000.0, 'precioVenta': 43700.0, 'cantidadVenta': 2.0}",43790.0,-0.02,43810.0,43810.0,43000.0,43790.0,8.0,6.0,2023-12-29T12:56:12.85,,,,1,1,Aluminum Corporation Of China Limited,T2,1,1
AOCAD,"{'cantidadCompra': 2.0, 'precioCompra': 23.2, 'precioVenta': 0.0, 'cantidadVenta': 0.0}",23.1,0.0,23.1,23.1,23.1,23.1,0.0,0.0,2023-12-29T03:00:22.863,,,,1,2,Aluminum Corporation Of China Limited,T2,1,1
ARCO,"{'cantidadCompra': 80.0, 'precioCompra': 24009.5, 'precioVenta': 24253.5, 'cantidadVenta': 2000.0}",23962.5,-1.38,24350.0,25995.0,23691.0,23962.5,257.0,30.0,2023-12-29T13:44:20.723,,,,1,1,Arcos Dorados Holdings,T2,1,1
ARKK,"{'cantidadCompra': 89.0, 'precioCompra': 5000.0, 'precioVenta': 5015.5, 'cantidadVenta': 27300.0}",5014.5,-1.63,5135.0,5455.5,4939.0,5014.5,17133.0,399.0,2023-12-29T13:45:39.58,,,,1,1,Etf Ark Innovation,T2,1,1
ARKKD,"{'cantidadCompra': 9.0, 'precioCompra': 5.16, 'precioVenta': 5.27, 'cantidadVenta': 65.0}",5.27,2.72,5.25,5.5,5.25,5.27,440.0,26.0,2023-12-29T13:44:16.137,,,,1,2,Etf Ark Innovation,T2,1,1
ASR,"{'cantidadCompra': 100.0, 'precioCompra': 13829.0, 'precioVenta': 14085.0, 'cantidadVenta': 100.0}",13500.0,0.0,13500.0,13500.0,13500.0,13500.0,0.0,0.0,2023-12-29T03:00:02.56,,,,1,1,Grupo Aeroportuario Del Sureste Sab De Cv,T2,1,1
AUY,,2222.0,0.0,2328.0,2500.0,2220.0,2222.0,0.0,0.0,2023-12-29T03:00:02.627,,,,1,1,Yamana Gold Inc.,T2,1,1
AVGO,"{'cantidadCompra': 126.0, 'precioCompra': 27300.0, 'precioVenta': 27415.0, 'cantidadVenta': 2200.0}",27358.0,1.71,26900.0,28245.5,26900.0,27358.0,377.0,59.0,2023-12-29T13:42:32.643,,,,1,1,Broadcom Inc.,T2,1,1
AVGOC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:00.79,,,,1,2,Broadcom Inc.,T2,1,1
AVGOD,"{'cantidadCompra': 3.0, 'precioCompra': 26.3, 'precioVenta': 28.2, 'cantidadVenta': 1.0}",28.5,6.34,28.5,28.5,28.5,28.5,2.0,1.0,2023-12-29T12:59:08.733,,,,1,2,Broadcom Inc.,T2,1,1
AVY,"{'cantidadCompra': 140.0, 'precioCompra': 10590.5, 'precioVenta': 10720.0, 'cantidadVenta': 1.0}",10664.5,1.02,10574.0,10664.5,10574.0,10664.5,8.0,2.0,2023-12-29T12:30:55.807,,,,1,1,Avery Dennison,T2,1,1
AXP,"{'cantidadCompra': 120.0, 'precioCompra': 11825.5, 'precioVenta': 11912.0, 'cantidadVenta': 2700.0}",11819.5,0.36,11798.5,12367.0,11365.0,11819.5,1870.0,125.0,2023-12-29T13:42:39.157,,,,1,1,American Express,T2,1,1
AXPD,"{'cantidadCompra': 7.0, 'precioCompra': 11.2, 'precioVenta': 12.4, 'cantidadVenta': 2.0}",12.5,0.0,12.7,12.75,12.5,12.5,0.0,0.0,2023-12-29T03:00:05.863,,,,1,2,American Express,T2,1,1
AZN,"{'cantidadCompra': 1000.0, 'precioCompra': 31683.0, 'precioVenta': 32036.0, 'cantidadVenta': 1000.0}",31680.0,-0.45,31904.5,31904.5,31680.0,31680.0,17.0,6.0,2023-12-29T13:29:39.333,,,,1,1,Astrazeneca,T2,1,1
AZND,"{'cantidadCompra': 5.0, 'precioCompra': 29.0, 'precioVenta': 35.9, 'cantidadVenta': 7.0}",29.2,0.0,29.5,29.5,29.05,29.2,0.0,0.0,2023-12-29T03:00:17.9,,,,1,2,Astrazeneca,T2,1,1
BA,"{'cantidadCompra': 40.0, 'precioCompra': 40934.0, 'precioVenta': 41431.0, 'cantidadVenta': 40.0}",41425.5,1.14,40958.0,43569.5,40873.5,41425.5,139.0,27.0,2023-12-29T13:35:51.537,,,,1,1,Boeing,T2,1,1
BA.C,"{'cantidadCompra': 100.0, 'precioCompra': 15955.0, 'precioVenta': 16069.5, 'cantidadVenta': 1.0}",16070.0,0.45,15996.5,16999.0,15749.5,16070.0,1616.0,171.0,2023-12-29T13:44:22.127,,,,1,1,Bank of America,T2,1,1
BA.CD,"{'cantidadCompra': 10.0, 'precioCompra': 16.2, 'precioVenta': 17.0, 'cantidadVenta': 143.0}",17.0,0.59,16.9,17.0,16.9,17.0,138.0,12.0,2023-12-29T13:33:36.19,,,,1,2,Bank of America,T2,1,1
BABA,"{'cantidadCompra': 91.0, 'precioCompra': 8160.0, 'precioVenta': 8166.0, 'cantidadVenta': 2800.0}",8166.0,0.6,8400.0,8497.0,8000.0,8166.0,27861.0,714.0,2023-12-29T13:46:10.01,,,,1,1,Alibaba Group,T2,1,1
BABAC,,13.4,0.0,13.4,13.4,13.4,13.4,0.0,0.0,2023-12-27T03:00:06.163,,,,1,2,Alibaba Group,T2,1,1
BABAD,"{'cantidadCompra': 4.0, 'precioCompra': 8.5, 'precioVenta': 8.7, 'cantidadVenta': 1.0}",8.7,2.11,8.55,8.85,8.5,8.7,1489.0,65.0,2023-12-29T13:46:05.203,,,,1,2,Alibaba Group,T2,1,1
BAD,"{'cantidadCompra': 1.0, 'precioCompra': 39.0, 'precioVenta': 44.3, 'cantidadVenta': 15.0}",44.3,3.02,43.5,44.5,43.5,44.3,4.0,3.0,2023-12-29T13:29:48.76,,,,1,2,Boeing,T2,1,1
BAK,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:14.653,,,,1,1,Cedear Braskem Sa,T2,1,1
BAYN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:03.383,,,,1,1,Bayer,T2,1,1
BB,"{'cantidadCompra': 36.0, 'precioCompra': 1130.0, 'precioVenta': 1138.0, 'cantidadVenta': 339.0}",1130.0,1.8,1150.0,1150.0,1119.5,1130.0,754.0,35.0,2023-12-29T13:41:03.217,,,,1,1,Blackberry,T2,1,1
BBD,"{'cantidadCompra': 480.0, 'precioCompra': 3309.5, 'precioVenta': 3356.0, 'cantidadVenta': 13200.0}",3346.5,1.02,3445.0,3450.0,3258.5,3346.5,13444.0,269.0,2023-12-29T13:44:48.19,,,,1,1,Banco Bradesco S.A.,T2,1,1
BBDC,,4.52,0.0,4.52,4.52,4.52,4.52,0.0,0.0,2023-12-29T03:00:06.457,,,,1,2,Banco Bradesco S.A.,T2,1,1
BBDD,"{'cantidadCompra': 100.0, 'precioCompra': 3.4, 'precioVenta': 3.53, 'cantidadVenta': 264.0}",3.53,0.85,3.5,3.53,3.44,3.53,24.0,11.0,2023-12-29T12:42:59.597,,,,1,2,Banco Bradesco S.A.,T2,1,1
BBV,"{'cantidadCompra': 11.0, 'precioCompra': 8560.0, 'precioVenta': 8506.0, 'cantidadVenta': 217.0}",8534.5,0.32,8930.0,8930.0,8527.0,8534.5,48.0,8.0,2023-12-29T13:41:01.313,,,,1,1,Banco Bilbao Vizcaya Argentaria,T2,1,1
BBVD,,9.05,0.0,9.05,9.05,9.05,9.05,0.0,0.0,2023-12-29T03:00:00.69,,,,1,2,CEDEAR BBV SA,T2,1,1
BCS,"{'cantidadCompra': 200.0, 'precioCompra': 7411.5, 'precioVenta': 7557.0, 'cantidadVenta': 200.0}",7395.0,0.92,7475.0,7475.0,7322.5,7395.0,163.0,6.0,2023-12-29T13:22:20.703,,,,1,1,Barclays,T2,1,1
BHP,"{'cantidadCompra': 40.0, 'precioCompra': 32183.5, 'precioVenta': 32560.0, 'cantidadVenta': 1000.0}",32271.5,-0.25,32760.0,32791.0,32100.0,32271.5,180.0,9.0,2023-12-29T12:50:46.34,,,,1,1,BHP Billiton Ltd.,T2,1,1
BIDU,"{'cantidadCompra': 2.0, 'precioCompra': 9988.0, 'precioVenta': 10400.0, 'cantidadVenta': 15.0}",10323.0,2.9,10130.0,10564.0,10032.0,10323.0,1148.0,168.0,2023-12-29T13:41:11.307,,,,1,1,Baidu,T2,1,1
BIDUD,"{'cantidadCompra': 2.0, 'precioCompra': 10.25, 'precioVenta': 10.95, 'cantidadVenta': 18.0}",11.0,11.67,10.3,11.0,10.3,11.0,27.0,8.0,2023-12-29T12:20:57.413,,,,1,2,Baidu,T2,1,1
BIIB,"{'cantidadCompra': 60.0, 'precioCompra': 18791.5, 'precioVenta': 18981.5, 'cantidadVenta': 1500.0}",18791.0,-0.29,19781.0,19781.0,18790.5,18791.0,57.0,15.0,2023-12-29T13:37:28.21,,,,1,1,Biogen Inc.,T2,1,1
BIOX,"{'cantidadCompra': 60.0, 'precioCompra': 25889.0, 'precioVenta': 26200.0, 'cantidadVenta': 26.0}",25888.5,-0.18,25001.0,27644.5,25001.0,25888.5,510.0,89.0,2023-12-29T13:43:15.947,,,,1,1,Bioceres Crop Solutions Corp.,T2,1,1
BIOXC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:14.227,,,,1,2,Bioceres Crop Solutions Corp,T2,1,1
BIOXD,"{'cantidadCompra': 19.0, 'precioCompra': 25.9, 'precioVenta': 27.55, 'cantidadVenta': 35.0}",27.5,6.17,27.15,27.5,27.15,27.5,8.0,3.0,2023-12-29T12:41:13.657,,,,1,2,Bioceres Crop Solutions Corp,T2,1,1
BITF,"{'cantidadCompra': 3.0, 'precioCompra': 14181.0, 'precioVenta': 14499.5, 'cantidadVenta': 340.0}",14513.5,-7.06,15780.0,17299.0,13968.5,14513.5,8197.0,536.0,2023-12-29T13:45:56.087,,,,1,1,Bitfarms Ltd.,T2,1,1
BITFC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-27T03:00:03.59,,,,1,2,Bitfarms Ltd.,T2,1,1
BITFD,"{'cantidadCompra': 60.0, 'precioCompra': 14.5, 'precioVenta': 18.0, 'cantidadVenta': 10.0}",18.2,8.98,17.0,18.2,17.0,18.2,52.0,5.0,2023-12-29T13:14:25.027,,,,1,2,Bitfarms Ltd.,T2,1,1
BK,"{'cantidadCompra': 1300.0, 'precioCompra': 24434.5, 'precioVenta': 24922.5, 'cantidadVenta': 60.0}",24378.5,1.01,24378.5,24378.5,24378.5,24378.5,10.0,1.0,2023-12-29T13:01:55.19,,,,1,1,Bank of New York Mellon,T2,1,1
BMY,"{'cantidadCompra': 2.0, 'precioCompra': 16050.0, 'precioVenta': 16100.0, 'cantidadVenta': 2.0}",16100.0,0.3,16052.0,16590.0,15407.0,16100.0,87.0,29.0,2023-12-29T13:45:42.533,,,,1,1,Bristol-Myers Squibb Co,T2,1,1
BMYC,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-29T03:00:00.94,,,,1,2,Bristol-Myers Squibb Co,T2,1,1
BMYD,"{'cantidadCompra': 2.0, 'precioCompra': 16.7, 'precioVenta': 21.0, 'cantidadVenta': 10.0}",18.1,0.0,18.1,18.1,18.1,18.1,0.0,0.0,2023-12-29T03:00:19.007,,,,1,2,Bristol-Myers Squibb Co,T2,1,1
BNG,"{'cantidadCompra': 25.0, 'precioCompra': 19100.0, 'precioVenta': 19203.5, 'cantidadVenta': 1700.0}",19232.5,0.8,19580.5,19580.5,18929.5,19232.5,119.0,8.0,2023-12-29T13:28:55.447,,,,1,1,Bunge Limited,T2,1,1
BP,"{'cantidadCompra': 2.0, 'precioCompra': 6210.0, 'precioVenta': 6600.0, 'cantidadVenta': 1.0}",6750.0,2.32,6600.0,7019.0,6600.0,6750.0,449.0,48.0,2023-12-29T13:44:03.517,,,,1,1,BP,T2,1,1
BPD,"{'cantidadCompra': 2.0, 'precioCompra': 7.0, 'precioVenta': 7.35, 'cantidadVenta': 1.0}",7.35,0.0,7.35,7.35,7.35,7.35,0.0,0.0,2023-12-29T03:00:12.55,,,,1,2,BP,T2,1,1
BRFS,"{'cantidadCompra': 350.0, 'precioCompra': 7826.5, 'precioVenta': 7942.0, 'cantidadVenta': 8500.0}",7791.0,-3.4,8092.0,8100.0,7791.0,7791.0,63.0,10.0,2023-12-29T13:05:55.893,,,,1,1,BRF S.A.,T2,1,1
BRKB,"{'cantidadCompra': 4.0, 'precioCompra': 15325.0, 'precioVenta': 15340.0, 'cantidadVenta': 209.0}",15323.0,-0.25,15799.0,15800.0,15093.0,15323.0,4930.0,544.0,2023-12-29T13:44:59.597,,,,1,1,Berkshire Hathaway,T2,1,1
BRKBC,,14.45,0.0,14.45,14.45,14.45,14.45,0.0,0.0,2023-12-29T03:00:23.397,,,,1,2,Berkshire Hathaway,T2,1,1
BRKBD,"{'cantidadCompra': 13.0, 'precioCompra': 15.85, 'precioVenta': 16.3, 'cantidadVenta': 31.0}",16.3,0.61,16.25,16.4,15.85,16.3,304.0,30.0,2023-12-29T13:34:18.5,,,,1,2,Berkshire Hathaway,T2,1,1
